,Date,Time,Crime,Location,Building
1778,05/11/2022,20:46,SEXUAL INCIDENTS,KV,"KENT VALE APARTMENT BLK A,103"
1779,25/03/2022,4:26,DAMAGED PROPERTY,FOS,MEDICINE BLOCK 10
1780,15/11/2022,0:37,LOST AND FOUND,CDE,ENGINEERING BLOCK 1A
1781,21/02/2023,16:06,LOST AND FOUND,KV,"KENT VALE APARTMENT BLK C, 111"
1782,21/05/2023,4:19,DAMAGED PROPERTY,UTown,YALE ADMINISTRATION BLOCK
1783,14/06/2022,8:58,LOST AND FOUND,CDE,LECTURE THEATRE 4
1784,13/06/2022,3:20,DAMAGED PROPERTY,CDE,DESIGN & ENVIRONMENT BLOCK 3
1785,10/03/2023,9:58,DAMAGED PROPERTY,SOC,LECTURE THEATRE 15
1786,28/05/2023,2:38,STOLEN ITEMS,SOC,COMPUTING BLOCK 3
1787,04/03/2022,1:58,LOST AND FOUND,PGP,CRISP (NEAR KEVII HALL)
1788,12/05/2023,1:00,DAMAGED PROPERTY,UCC,BOOSTER PUMP HSE(NEXT LKCNHM)
1789,02/10/2022,16:17,EMERGENCY INCIDENTS,FOS,FOS - SHED B-NEXT TO S3&S4
1790,02/09/2023,16:16,EMERGENCY INCIDENTS,FOS,LECTURE THEATRE 31
1791,29/05/2022,9:47,EMERGENCY INCIDENTS,HALL,TEMASEK HALL (BLOCK A)
1792,12/04/2023,12:26,STOLEN ITEMS,SOC,LECTURE THEATRE 15
1793,08/10/2023,17:40,LOST AND FOUND,KR,4 KR BUNGALOW
1794,20/08/2023,9:26,DAMAGED PROPERTY,UTown,SRC CARPARK
1795,17/05/2022,10:56,EMERGENCY INCIDENTS,SOC,I3
1796,04/07/2023,1:17,LOST AND FOUND,UTown,RESIDENT COLLEGE 4 -MPH
1797,03/10/2022,8:26,SEXUAL INCIDENTS,FOS,DSO CARPARK
1798,28/02/2023,21:11,LOST AND FOUND,FOS,MEDICINE + SCIENCE LIBRARY
1799,20/12/2022,11:45,LOST AND FOUND,YIH,RAFFLES HALL (BLOCK C)
1800,09/04/2022,9:40,DAMAGED PROPERTY,YIH,RIDGE VIEW RESIDENCE (BLOCK E)
1801,02/08/2023,17:50,DAMAGED PROPERTY,PGP,18 PGP BUNGALOW
1802,28/04/2022,1:05,DAMAGED PROPERTY,SOC,ISS CARPARK
1803,26/06/2023,21:02,DAMAGED PROPERTY,HALL,KENT VALE GUARDHOUSE
1804,06/06/2022,22:22,DAMAGED PROPERTY,PGP,STORE 2 (NEAR KEVII HALL)
1805,03/03/2023,4:56,SEXUAL INCIDENTS,PGP,TECH CTR FOR OFFSHORE & MARINE
1806,08/01/2023,15:27,SEXUAL INCIDENTS,CDE,ENGINEERING BLOCK 2A (EDIC)
1807,10/09/2023,17:57,EMERGENCY INCIDENTS,FOS,BRENNER CTR FOR MOLECULAR MED
1808,16/03/2022,16:54,STOLEN ITEMS,FOS,DSO CARPARK
1809,22/12/2022,14:36,DAMAGED PROPERTY,FOS,CANTEEN 4 (FRONTIER)
1810,17/10/2023,1:42,LOST AND FOUND,FOS,SCIENCE BLOCK 4A
1811,19/05/2023,18:53,LOST AND FOUND,FOS,LECTURE THEATRE 21
1812,22/08/2023,6:20,STOLEN ITEMS,FASS,TMSI-ST JOHN'S ISLAND
1813,08/01/2023,10:48,STOLEN ITEMS,FASS,ARTS & SOCIAL SCIENCES BLOCK 8
1814,01/10/2022,12:39,DAMAGED PROPERTY,FASS,CANTEEN 2 (THE DECK)
1815,06/06/2022,7:37,LOST AND FOUND,SOC,LECTURE THEATRE 19
1816,25/08/2022,1:17,DAMAGED PROPERTY,CDE,DESIGN & ENVIRONMENT BLOCK 2
1817,11/10/2022,13:11,EMERGENCY INCIDENTS,HALL,SHEARES HALL (BLOCK C)
1818,26/02/2023,12:43,DAMAGED PROPERTY,HALL,SHEARES HALL (BLOCK B)
1819,27/02/2023,0:36,LOST AND FOUND,UTown,CINNAMON LEARN LOBE
1820,28/06/2022,10:34,LOST AND FOUND,CDE,ENGINEERING WORKSHOP 1
1821,21/09/2022,18:09,DAMAGED PROPERTY,PGP,17 PGP BUNGALOW
1822,09/01/2022,9:02,EMERGENCY INCIDENTS,CDE,ENGINEERING BLOCK 1
1823,12/11/2022,8:49,DAMAGED PROPERTY,CDE,CTR FOR ENGLISH LANGUAGE COMMUNICATION
1824,06/07/2022,15:29,EMERGENCY INCIDENTS,YIH,RAFFLES HALL (BLOCK A)
1825,03/11/2022,11:32,DAMAGED PROPERTY,CDE,EL SERVICE RESERVOIRS 1&2
1826,23/06/2023,16:54,DAMAGED PROPERTY,BTC,16 EVANS BUNGALOW
1827,21/10/2023,19:02,DAMAGED PROPERTY,YIH,RAFFLES HALL (BLOCK E)
1828,09/07/2023,7:41,LOST AND FOUND,HALL,DECOM SUB-STATION 2 (NEAR TEM HALL)
1829,13/09/2023,7:00,EMERGENCY INCIDENTS,BTC,BTC-BLOCK B
1830,13/01/2022,1:41,LOST AND FOUND,KR,SEA-TO-SPACE (18KR BUNGALOW)
1831,10/09/2023,19:39,LOST AND FOUND,BTC,BTC-SUB-STATION
1832,22/05/2023,6:37,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES MPH
1833,07/04/2023,5:55,EMERGENCY INCIDENTS,BTC,BTC-CAFE
1834,11/09/2022,23:24,DAMAGED PROPERTY,KR,1 KR BUNGALOW
1835,18/10/2023,7:58,DAMAGED PROPERTY,FOS,SCIENCE BLOCK 7
1836,11/05/2023,23:53,DAMAGED PROPERTY,FOS,SCIENCE BLOCK 12
1837,06/02/2023,11:25,DAMAGED PROPERTY,FOS,SCIENCE BLOCK 4A
1838,08/06/2022,13:18,EMERGENCY INCIDENTS,CDE,DESIGN & ENVIRONMENT BLOCK 1
1839,31/05/2022,8:08,DAMAGED PROPERTY,FOS,MD BLK 1  (TAHIR FDN BLDG)
1840,04/08/2022,12:58,STOLEN ITEMS,CDE,INFORMATION TECHNOLOGY
1841,31/03/2023,2:14,EMERGENCY INCIDENTS,CDE,ENGINEERING BLOCK 3A
1842,30/08/2023,0:30,DAMAGED PROPERTY,FASS,LECTURE THEATRE 10
1843,15/09/2023,18:11,STOLEN ITEMS,FOS,MD11 CARPARK
1844,20/05/2023,23:08,DAMAGED PROPERTY,UTown,COLLEGE OF A&P TAN -MPH
1845,07/05/2023,0:27,DAMAGED PROPERTY,KR,2 KR BUNGALOW
1846,19/08/2023,4:32,DAMAGED PROPERTY,CDE,LECTURE THEATRE 6
1847,07/07/2022,11:07,LOST AND FOUND,FASS,ARTS & SOCIAL SCIENCES BLOCK 8
1848,06/08/2022,13:05,EMERGENCY INCIDENTS,BIZ,NUS ENTERPRISE-JTC BLK71
1849,15/09/2023,13:26,EMERGENCY INCIDENTS,UTown,YALE RESIDENTIAL COLLEGE 2
1850,08/04/2023,20:31,STOLEN ITEMS,SOC,COMPUTING BLOCK 3
1851,15/02/2023,16:30,EMERGENCY INCIDENTS,PGP,KE VII HALL (BLOCK E)
1852,24/05/2023,21:36,LOST AND FOUND,KV,COMMUNAL BLK B
1853,06/04/2023,18:50,LOST AND FOUND,YIH,RIDGE VIEW RESIDENCE (BLOCK E)
1854,01/02/2022,18:42,DAMAGED PROPERTY,BTC,BTC-FEDERAL
1855,30/03/2022,3:25,LOST AND FOUND,UTown,YALE RESIDENTIAL COLLEGE 2
1856,28/04/2022,16:12,STOLEN ITEMS,KV,"COMMUNAL BLK A, 121"
1857,13/08/2022,21:58,DAMAGED PROPERTY,BTC,BTC-EU TONG SEN
1858,05/09/2022,6:58,DAMAGED PROPERTY,FOS,SCIENCE BLOCK 12
1859,14/09/2022,18:52,EMERGENCY INCIDENTS,HALL,TEMASEK HALL (BLOCK B)
1860,09/02/2022,9:10,DAMAGED PROPERTY,PGP,3 PGP BUNGALOW
1861,17/05/2022,2:16,EMERGENCY INCIDENTS,SOC,LECTURE THEATRE 18
1862,13/02/2023,20:48,LOST AND FOUND,FOS,SCIENCE BLOCK 5
1863,03/10/2023,21:19,DAMAGED PROPERTY,SOC,COMPUTING BLOCK 2
1864,16/03/2022,20:44,LOST AND FOUND,FOS,SCIENCE BLOCK 16
1865,16/03/2022,15:31,EMERGENCY INCIDENTS,HALL,SHEARES HALL (BLOCK B)
1866,07/05/2022,19:17,LOST AND FOUND,FOS,MEDICINE BLOCK 10
1867,19/03/2023,1:31,SEXUAL INCIDENTS,CDE,ENGINEERING BLOCK 7
1868,17/11/2022,8:16,LOST AND FOUND,BIZ,SHAW FOUNDATION ALUMNI HOUSE
1869,06/05/2022,0:38,DAMAGED PROPERTY,YIH,RIDGE VIEW RESIDENCE (BLOCK B)
1870,08/08/2023,4:35,LOST AND FOUND,UTown,UHALL CARPARK
1871,18/09/2022,15:10,DAMAGED PROPERTY,PGP,8 PGP BUNGALOW
1872,08/07/2023,15:12,EMERGENCY INCIDENTS,CDE,ENGINEERING BLOCK A
1873,26/06/2023,14:08,LOST AND FOUND,CDE,LECTURE THEATRE 4
1874,04/04/2022,8:49,STOLEN ITEMS,PGP,KE VII HALL (BLOCK C)
1875,25/10/2022,18:44,DAMAGED PROPERTY,CDE,DESIGN & ENVIRONMENT BLOCK 1
1876,02/01/2023,14:01,EMERGENCY INCIDENTS,FOS,NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE
1877,24/09/2022,7:29,EMERGENCY INCIDENTS,FOS,SCIENCE BLOCK 11
1878,21/02/2022,17:08,LOST AND FOUND,UTown,CINNAMON UNI SCH PROG (USP)
1879,06/08/2023,23:45,DAMAGED PROPERTY,SOC,LECTURE THEATRE 16
1880,10/11/2022,16:54,LOST AND FOUND,FOS,LECTURE THEATRE 34
1881,30/12/2022,5:54,DAMAGED PROPERTY,PGP,KE VII HALL (BLOCK F)
1882,09/04/2023,5:37,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 22)
1883,07/02/2022,17:17,DAMAGED PROPERTY,FASS,LECTURE THEATRE 9
1884,20/11/2022,23:18,DAMAGED PROPERTY,KV,"KENT VALE APARTMENT BLK B, 105"
1885,20/02/2022,17:28,STOLEN ITEMS,PGP,STORE 2 (NEAR KEVII HALL)
1886,17/01/2022,15:34,STOLEN ITEMS,HALL,KENT RIDGE HALL (BLOCK E)
1887,08/09/2022,5:18,LOST AND FOUND,PGP,KE VII HALL (COMMUNAL HALL)
1888,18/08/2022,23:46,DAMAGED PROPERTY,KV,COMMUNAL BLK B
1889,10/02/2023,5:54,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 6)
1890,07/12/2022,18:02,LOST AND FOUND,PGP,14A PGP BUNGALOW
1891,08/06/2023,2:51,LOST AND FOUND,KR,9 KR BUNGALOW
1892,03/05/2023,10:12,EMERGENCY INCIDENTS,FOS,SCIENCE BLOCK 16
1893,26/10/2022,15:22,LOST AND FOUND,SOC,LECTURE THEATRE 17
1894,05/09/2022,16:41,LOST AND FOUND,HALL,SHEARES HALL (BLOCK E)
1895,25/02/2022,9:46,EMERGENCY INCIDENTS,FOS,NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE
1896,16/06/2023,21:32,STOLEN ITEMS,YIH,RIDGE VIEW RESIDENCE (BLOCK E)
1897,22/03/2022,1:38,EMERGENCY INCIDENTS,PGP,PGP BUS-STOP (OFFICE)
1898,10/03/2023,9:38,STOLEN ITEMS,CDE,CANTEEN 1 (TECHNO EDGE)
1899,17/08/2023,20:32,LOST AND FOUND,BIZ,NUS SOCIETY-GUILD HOUSE
1900,12/03/2022,3:35,STOLEN ITEMS,PGP,KE VII HALL (BLOCK B)
1901,21/12/2022,4:26,DAMAGED PROPERTY,UTown,YALE EAST CORE
1902,21/05/2022,19:13,LOST AND FOUND,YIH,RIDGE VIEW RESIDENCE (BLOCK A)
1903,10/01/2023,19:25,LOST AND FOUND,PGP,PGP RESIDENCES CANTEEN 2
1904,13/08/2023,10:12,DAMAGED PROPERTY,YIH,YUSOF ISHAK HOUSE
1905,18/06/2023,20:29,LOST AND FOUND,HALL,SHEARES HALL (BLOCK C)
1906,04/01/2023,6:48,LOST AND FOUND,DNMS,TAN CHENG LOCK BABA HSE MUSEUM
1907,17/08/2022,0:34,LOST AND FOUND,BIZ,BIZ1 CARPARK
1908,19/05/2023,8:09,DAMAGED PROPERTY,PGP,KE VII HALL (BLOCK F)
1909,11/12/2022,8:25,DAMAGED PROPERTY,FOS,LECTURE THEATRE 35 (PETER AND MARY FU)
1910,23/06/2023,14:59,LOST AND FOUND,KV,"KENT VALE APT GERANIUM BLK, 101"
1911,18/08/2022,2:37,STOLEN ITEMS,FOS,SCIENCE BLOCK 2
1912,19/06/2022,9:29,EMERGENCY INCIDENTS,KV,"KENT VALE APARTMENT BLK G, 115"
1913,10/06/2022,12:49,DAMAGED PROPERTY,BTC,BTC-MOOT COURT
1914,17/06/2022,23:57,STOLEN ITEMS,SOC,I3
1915,29/10/2022,19:42,LOST AND FOUND,FOS,LECTURE THEATRE 33
1916,12/06/2023,23:36,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 30)
1917,14/05/2022,19:59,EMERGENCY INCIDENTS,FASS,CENTRAL STORAGE LIBRARY ANNEX
1918,18/02/2022,0:43,LOST AND FOUND,UCC,YST CONSERVATORY OF MUSIC
1919,24/08/2022,16:02,EMERGENCY INCIDENTS,FOS,DSO BUILDING
1920,19/07/2022,6:38,DAMAGED PROPERTY,KV,"KENT VALE APARTMENT BLK A,103"
1921,18/08/2022,16:20,LOST AND FOUND,FOS,SCIENCE BLOCK 9
1922,12/12/2022,20:41,DAMAGED PROPERTY,UTown,CREATE (INNOVATION)
1923,06/01/2023,13:41,SEXUAL INCIDENTS,KV,"KENT VALE APARTMENT BLK F, 107"
1924,18/02/2023,23:10,STOLEN ITEMS,PGP,2 PGP BUNGALOW
1925,19/06/2023,8:49,LOST AND FOUND,PGP,8 PGP BUNGALOW
1926,27/07/2022,9:21,LOST AND FOUND,YIH,RAFFLES HALL (BLOCK A)
1927,10/06/2022,12:33,EMERGENCY INCIDENTS,UTown,DINING HALL (RC4 & CAPT)
1928,01/07/2023,10:43,EMERGENCY INCIDENTS,KV,"KENT VALE APARTMENT BLK E, 109"
1929,26/07/2022,3:52,EMERGENCY INCIDENTS,UTown,CINNAMON COLLEGE -MAIN BLK
1930,17/05/2023,13:45,DAMAGED PROPERTY,KR,12 KR BUNGALOW
1931,27/06/2022,12:11,LOST AND FOUND,FASS,ARTS & SOCIAL SCIENCES BLOCK 4
1932,09/06/2023,16:22,DAMAGED PROPERTY,CDE,ENGINEERING AUDITORIUM
1933,13/08/2022,8:24,LOST AND FOUND,FOS,SCIENCE BLOCK 15
1934,09/05/2023,13:01,LOST AND FOUND,HALL,KENT VALE GUARDHOUSE
1935,20/05/2023,5:52,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 7)
1936,18/03/2023,22:24,DAMAGED PROPERTY,FOS,LECTURE THEATRE 29
1937,31/05/2023,4:33,DAMAGED PROPERTY,PGP,PGPR CARPARK
1938,30/08/2022,21:06,LOST AND FOUND,FOS,LECTURE THEATRE 36 (ALICE AND PETER TAN)
1939,10/09/2022,22:44,EMERGENCY INCIDENTS,FOS,SCIENCE BLOCK 6
1940,19/08/2022,17:38,DAMAGED PROPERTY,FOS,SCIENCE BLOCK 17
1941,23/07/2022,15:11,LOST AND FOUND,UTown,STEPHEN RIADY CENTRE
1942,08/07/2023,5:06,DAMAGED PROPERTY,PGP,KE VII HALL (BLOCK B)
1943,28/03/2023,17:52,STOLEN ITEMS,KV,"KENT VALE APARTMENT BLK E, 109"
1944,26/05/2022,3:04,LOST AND FOUND,SOC,DATA-CENTRE-NUS HIGH SCHOOL
1945,08/01/2023,17:26,STOLEN ITEMS,CDE,LECTURE THEATRE 6
1946,18/04/2023,8:53,EMERGENCY INCIDENTS,SOC,LECTURE THEATRE 18
1947,30/05/2023,14:02,LOST AND FOUND,YIH,NUS STAFF CLUB
1948,02/01/2023,11:52,LOST AND FOUND,KV,"KENT VALE APARTMENT BLK H, 117"
1949,02/11/2022,5:57,DAMAGED PROPERTY,CDE,CANTEEN 1 (TECHNO EDGE)
1950,01/02/2022,23:30,EMERGENCY INCIDENTS,FASS,ARTS & SOCIAL SCIENCES BLOCK 3
1951,26/08/2022,9:39,DAMAGED PROPERTY,SOC,LECTURE THEATRE 15
1952,25/03/2022,7:42,EMERGENCY INCIDENTS,UTown,DINNING HALL (C&T COLLEGE)
1953,23/09/2022,18:50,DAMAGED PROPERTY,PGP,PGP RESIDENCES (BLOCK 7)
1954,01/08/2022,7:53,LOST AND FOUND,FASS,ARTS & SOCIAL SCIENCES BLOCK 3
1955,21/07/2023,20:58,LOST AND FOUND,FOS,MEDICINE BLOCK 9
1956,17/10/2023,17:47,STOLEN ITEMS,UTown,COLLEGE OF A&P TAN -TOWER
1957,28/07/2023,21:46,EMERGENCY INCIDENTS,YIH,RAFFLES HALL (BLOCK D)
1958,27/05/2023,6:10,EMERGENCY INCIDENTS,YIH,SRC MINI GRAND STAND
1959,31/03/2023,13:48,DAMAGED PROPERTY,DNMS,DUKE-NUS MEDSH-KHOOTECKPUAT BG
1960,20/10/2022,11:01,EMERGENCY INCIDENTS,YIH,NUS STAFF CLUB
1961,13/02/2023,14:05,EMERGENCY INCIDENTS,PGP,4 PGP BUNGALOW
1962,15/11/2022,15:30,DAMAGED PROPERTY,PGP,5 PGP BUNGALOW
1963,24/02/2022,19:15,LOST AND FOUND,UTown,CINNAMON COLLEGE -MAIN BLK
1964,05/11/2022,11:43,DAMAGED PROPERTY,FOS,LECTURE THEATRE 32
1965,24/05/2023,18:11,LOST AND FOUND,FOS,LT 27 (LIM SENG TJOE LECTURE)
1966,20/03/2023,4:09,EMERGENCY INCIDENTS,PGP,PGP RESIDENCES (BLOCK 13)
1967,14/07/2022,16:57,LOST AND FOUND,UTown,YALE DINNING SERVICES
1968,23/01/2022,11:57,SEXUAL INCIDENTS,BTC,BTC-EU TONG SEN
1969,20/09/2023,18:45,LOST AND FOUND,KR,9 KR BUNGALOW
1970,22/06/2022,9:57,DAMAGED PROPERTY,PGP,2 PGP BUNGALOW
1971,27/02/2022,9:54,LOST AND FOUND,BIZ,BUSINESS BLOCK 1-MOCHTAR RIADY
1972,26/10/2022,5:51,EMERGENCY INCIDENTS,KV,"KENT VALE APARTMENT BLK F, 107"
1973,03/02/2023,8:14,LOST AND FOUND,HALL,SHEARES HALL (BLOCK A)
1974,21/05/2023,20:46,LOST AND FOUND,YIH,MULTI-PURPOSE HALL 1 - 4
1975,06/02/2023,7:22,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 20)
1976,24/07/2023,19:09,EMERGENCY INCIDENTS,UTown,CREATE (INNOVATION)
1977,01/05/2023,22:41,STOLEN ITEMS,PGP,PGP RESIDENCES (BLOCK 23)
1978,30/03/2022,1:47,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 15)
1979,17/07/2023,16:09,DAMAGED PROPERTY,UTown,TEMBUSU LEARN LOBE
1980,18/04/2023,14:07,LOST AND FOUND,PGP,KE VII HALL (BLOCK H)
1981,18/04/2023,15:03,DAMAGED PROPERTY,UCC,YST CONSERVATORY OF MUSIC
1982,22/09/2022,13:13,LOST AND FOUND,UTown,DISTRICT COOLING PLANT
1983,22/06/2022,8:24,LOST AND FOUND,PGP,PGP RESIDENCES RESTAURANT
1984,02/08/2022,11:39,EMERGENCY INCIDENTS,FASS,TMSI-ST JOHN'S ISLAND
1985,12/01/2022,3:42,LOST AND FOUND,FOS,SCIENCE BLOCK 1A (LEE WEE KENG)
1986,06/10/2022,9:07,LOST AND FOUND,PGP,PGP RESIDENCES (BLOCK 15)
1987,02/05/2022,18:04,LOST AND FOUND,HALL,SHEARES HALL (BLOCK D)
1988,04/09/2022,2:27,DAMAGED PROPERTY,SOC,COMPUTING BLOCK 1
1989,05/09/2022,6:42,STOLEN ITEMS,FASS,ARTS & SOCIAL SCIENCES BLOCK 8
1990,01/12/2022,19:27,LOST AND FOUND,FOS,LECTURE THEATRE 31
1991,04/03/2022,4:09,LOST AND FOUND,HALL,KENT VALE GUARDHOUSE
1992,28/05/2022,5:16,DAMAGED PROPERTY,PGP,TECH CTR FOR OFFSHORE & MARINE
1993,08/09/2022,2:49,EMERGENCY INCIDENTS,PGP,KE VII HALL (BLOCK F)
1994,28/07/2023,13:46,STOLEN ITEMS,PGP,PGPR CARPARK
1995,13/01/2023,1:23,DAMAGED PROPERTY,UTown,CREATE (UTOWN PLAZA)
1996,07/07/2022,22:23,LOST AND FOUND,CDE,ENGINEERING AUDITORIUM
1997,05/05/2023,17:31,STOLEN ITEMS,CDE,EXPERIMENTAL HOUSE
1998,20/08/2022,13:41,EMERGENCY INCIDENTS,HALL,EUSOFF HALL (BLOCK B)
1999,24/08/2022,18:04,LOST AND FOUND,YIH,UNIVERSITY SPORT CENTRE
